#	Date	Country, Other	Cases in the last 7 days	Cases in the preceding 7 days	Weekly case /%/ change	Cases in the last 7 days/1M pop	Deaths in the last 7 days	Deaths in the preceding 7 days	Weekly Death /%/ change	Deaths in the last 7 days/1M pop	Population	Continent
132	06:12:2021	Burkina Faso	289	197	+47%	13	5	16	-69%	0.2	21,718,793	Africa
133	06:12:2021	French Guiana	278	248	+12%	898	2	4	-50%	6	309,699	South America
134	06:12:2021	Suriname	252	303	-17%	424	6	15	-60%	10	594,126	South America
135	06:12:2021	Greenland	250	203	+23%	4,393	0	0	0%	0	56,910	North America
136	06:12:2021	Bahrain	246	196	+26%	138	0	0	0%	0	1,785,655	Asia
137	06:12:2021	Afghanistan	217	332	-35%	5	4	5	-20%	0.1	40,176,440	Asia
138	06:12:2021	Saudi Arabia	217	216	+0.5%	6	11	9	+22%	0.3	35,586,345	Asia
139	06:12:2021	DRC	204	235	-13%	2	3	0	+300%	0.0	93,434,058	Africa
140	06:12:2021	Uganda	204	274	-26%	4	2	4	-50%	0.0	47,795,279	Africa
141	06:12:2021	Kuwait	194	160	+21%	44	0	1	-100%	0	4,360,563	Asia
142	06:12:2021	Gibraltar	191	260	-27%	5,672	1	0	+100%	30	33,677	Europe
143	06:12:2021	San Marino	189	136	+39%	5,553	0	1	-100%	0	34,033	Europe
144	06:12:2021	Gabon	179	253	-29%	78	1	6	-83%	0.4	2,300,490	Africa
145	06:12:2021	Cambodia	169	220	-23%	10	29	31	-6%	2	17,048,693	Asia
146	06:12:2021	Zambia	169	73	+132%	9	0	0	0%	0	19,116,436	Africa
147	06:12:2021	Dominica	165	313	-47%	2,284	1	3	-67%	14	72,241	North America
148	06:12:2021	Monaco	157	174	-10%	3,961	0	0	0%	0	39,639	Europe
149	06:12:2021	Caribbean Netherlands	151	175	-14%	5,683	0	1	-100%	0	26,571	North America
150	06:12:2021	Brunei 	150	445	-66%	338	1	1	0%	2	443,451	Asia
151	06:12:2021	New Caledonia	144	234	-38%	498	3	0	+300%	10	289,411	Australia/Oceania
152	06:12:2021	Eritrea	140	143	-2%	39	1	6	-83%	0.3	3,616,366	Africa
153	06:12:2021	Congo	133	120	+11%	23	5	10	-50%	0.9	5,711,397	Africa
154	06:12:2021	Aruba	126	122	+3%	1,173	0	1	-100%	0	107,413	North America
155	06:12:2021	St. Vincent Grenadines	123	109	+13%	1,104	2	1	+100%	18	111,443	North America
156	06:12:2021	Ivory Coast	116	117	-0.9%	4	2	2	0%	0.1	27,307,933	Africa
157	06:12:2021	Angola	115	120	-4%	3	2	3	-33%	0.1	34,320,243	Africa
158	06:12:2021	Niger	106	138	-23%	4	7	12	-42%	0.3	25,452,075	Africa
159	06:12:2021	Nicaragua	102	129	-21%	15	1	1	0%	0.1	6,736,892	North America
160	06:12:2021	Bahamas	91	73	+25%	228	24	0	+2%	60	398,601	North America
161	06:12:2021	Cabo Verde	88	35	+151%	156	2	0	+200%	4	564,595	Africa
162	06:12:2021	Curaçao	88	76	+16%	533	1	2	-50%	6	165,050	North America
163	06:12:2021	Malawi	84	34	+147%	4	2	1	+100%	0.1	19,833,401	Africa
164	06:12:2021	Rwanda	84	113	-26%	6	1	2	-50%	0.1	13,409,173	Africa
165	06:12:2021	Anguilla	80	66	+21%	5,265	0	0	0%	0	15,194	North America
166	06:12:2021	Ecuador	70	2,447	-97%	4	16	109	-85%	0.9	18,024,776	South America
167	06:12:2021	Mayotte	65	78	-17%	230	0	0	0%	0	282,184	Africa
168	06:12:2021	Taiwan	64	59	+8%	3	0	0	0%	0	23,878,268	Asia
169	06:12:2021	Saint Lucia	64	68	-6%	346	2	2	0%	11	184,824	North America
170	06:12:2021	Oman	63	48	+31%	12	0	0	0%	0	5,291,453	Asia
171	06:12:2021	Togo	63	34	+85%	7	0	0	0%	0	8,554,917	Africa
172	06:12:2021	Lesotho	59	50	+18%	27	1	1	0%	0.5	2,166,463	Africa
173	06:12:2021	British Virgin Islands	44	0	+4,400%	1,442	0	0	0%	0	30,518	North America
174	06:12:2021	Comoros	44	48	-8%	49	0	0	0%	0	895,976	Africa
175	06:12:2021	Burundi	43	64	-33%	3	0	0	0%	0	12,394,511	Africa
176	06:12:2021	Chad	42	147	-71%	2	6	0	+600%	0.4	17,096,376	Africa
177	06:12:2021	South Sudan	41	79	-48%	4	0	0	0%	0	11,380,783	Africa
178	06:12:2021	Senegal	39	17	+129%	2	1	2	-50%	0.1	17,371,795	Africa
179	06:12:2021	Guadeloupe	38	99	-62%	95	2	0	+200%	5	400,222	North America
180	06:12:2021	Yemen	38	32	+19%	1	8	8	0%	0.3	30,761,184	Asia
181	06:12:2021	Fiji	37	46	-20%	41	1	1	0%	1	905,708	Australia/Oceania
182	06:12:2021	Somalia	35	47	-26%	2	4	3	+33%	0.2	16,524,060	Africa
183	06:12:2021	Hong Kong	34	26	+31%	4	0	0	0%	0	7,583,704	Asia
184	06:12:2021	CAR	34	42	-19%	7	0	0	0%	0	4,949,385	Africa
185	06:12:2021	Saint Martin	24	0	+2,400%	606	0	0	0%	0	39,605	North America
186	06:12:2021	Sint Maarten	23	14	+64%	528	0	0	0%	0	43,570	North America
187	06:12:2021	Bermuda	21	15	+40%	339	0	0	0%	0	61,950	North America
188	06:12:2021	Equatorial Guinea	20	41	-51%	14	2	3	-33%	1	1,468,524	Africa
189	06:12:2021	Grenada	20	15	+33%	177	0	0	0%	0	113,267	North America
190	06:12:2021	Benin	13	4	+225%	1	0	0	0%	0	12,575,055	Africa
191	06:12:2021	Saint Pierre Miquelon	11	31	-65%	1,912	0	0	0%	0	5,754	North America
192	06:12:2021	Tanzania	9	34	-74%	0.1	0	3	-100%	0	62,154,689	Africa
193	06:12:2021	Wallis and Futuna	9	0	+900%	821	0	0	0%	0	10,958	Australia/Oceania
194	06:12:2021	Saint Kitts and Nevis	8	16	-50%	149	0	0	0%	0	53,736	North America
195	06:12:2021	Turks and Caicos	7	11	-36%	177	1	1	0%	25	39,463	North America
196	06:12:2021	Antigua and Barbuda	6	6	0%	61	0	9	-100%	0	99,085	North America
197	06:12:2021	Timor-Leste	6	3	+100%	4	0	0	0%	0	1,354,209	Asia
198	06:12:2021	Djibouti	4	3	+33%	4	1	0	+100%	1.0	1,008,473	Africa
199	06:12:2021	Falkland Islands	4	0	+400%	1,104	0	0	0%	0	3,624	South America
200	06:12:2021	Guinea-Bissau	4	6	-33%	2	1	2	-50%	0.5	2,034,210	Africa
201	06:12:2021	Gambia	3	1	+200%	1	0	0	0%	0	2,513,258	Africa
202	06:12:2021	Liberia	3	3	0%	0.6	0	0	0%	0	5,226,892	Africa
203	06:12:2021	Guinea	2	53	-96%	0.1	0	0	0%	0	13,639,640	Africa
204	06:12:2021	St. Barth	2	6	-67%	202	0	0	0%	0	9,920	North America
205	06:12:2021	Sao Tome and Principe	2	0	+200%	9	0	0	0%	0	224,955	Africa
206	06:12:2021	Bhutan	1	8	-88%	1	0	0	0%	0	783,719	Asia
207	06:12:2021	Sierra Leone	1	1	0%	0.1	0	0	0%	0	8,207,979	Africa
208	06:12:2021	El Salvador	0	884	-100%	0	12	18	-33%	2	6,532,881	North America
209	06:12:2021	Ghana	0	93	-100%	0	0	1	-100%	0	31,996,497	Africa
